namePlayer,season_start,slugSeason,slugTeam,idTeam,isRookie,numberPlayerSeason,idPlayer,slugSeasonType,gp,gs,fgmTotals,fgaTotals,pctFG,fg3mTotals,fg3aTotals,pctFG3,pctFT,fg2mTotals,fg2aTotals,pctFG2,agePlayer,minutesTotals,ftmTotals,ftaTotals,orebTotals,drebTotals,trebTotals,astTotals,stlTotals,blkTotals,tovTotals,pfTotals,ptsTotals,career_pts,career_rbs,career_asts,career_2pfga,career_2pfgm,career_3pfga,career_3pfgm,career_fga,career_fgm,career_fta,career_ftm,career_mins,cg,olympic_year,season_pts,season_rbs,season_asts,season_2p_pct,season_3p_pct,season_fg_pct,season_ftr,season_mpg,career_2p_pct,career_3p_pct,career_fg_pct,career_ftr,career_mpg,pts,rbs,asts,fg_2,fg_3,fg,ftr,mpg,olympic_team,above_avg_stats,above_avg_season
Draymond Green,2018,2018-19,GSW,1610612744,FALSE,6,203110,RS,66,66,188,422,0.445,47,165,0.284848484848485,0.692,141,257,0.54863813229572,29,2065,63,91,60,421,481,454,95,70,169,197,486,8.97569444444445,6.88541666666667,4.95659722222222,2675,1354,1632,521,4307,1875,1267,899,16201,576,0,7.36363636363636,7.28787878787879,6.87878787878788,0.54863813229572,0.284848484848485,0.445497630331754,0.21563981042654,31.2878787878788,0.506168224299065,0.319240196078431,0.435337822149988,0.294172277687486,28.1267361111111,0,1,1,1,0,1,0,1,,5,1
Draymond Green,2019,2019-20,GSW,1610612744,FALSE,7,203110,RS,43,43,123,316,0.389,36,129,0.27906976744186,0.759,87,187,0.46524064171123,30,1222,63,83,23,243,266,266,59,33,98,110,345,8.97569444444445,6.88541666666667,4.95659722222222,2675,1354,1632,521,4307,1875,1267,899,16201,576,0,8.02325581395349,6.18604651162791,6.18604651162791,0.46524064171123,0.27906976744186,0.389240506329114,0.262658227848101,28.4186046511628,0.506168224299065,0.319240196078431,0.435337822149988,0.294172277687486,28.1267361111111,0,0,1,0,0,0,0,1,,2,0
Dwight Howard,2004,2004-05,ORL,1610612753,TRUE,0,2730,RS,82,82,352,677,0.52,0,2,0,0.671,352,675,0.521481481481481,19,2671,277,413,287,536,823,75,77,136,165,232,981,16.8010849909584,12.3336347197107,1.42585895117541,11406,6716,68,9,11474,6725,9065,5123,37178,1106,0,11.9634146341463,10.0365853658537,0.914634146341463,0.521481481481481,0,0.519940915805022,0.610044313146234,32.5731707317073,0.588812905488339,0.132352941176471,0.586107721805822,0.790047062924874,33.6148282097649,0,0,0,0,0,0,0,0,,0,0
Dwight Howard,2005,2005-06,ORL,1610612753,FALSE,1,2730,RS,82,81,468,881,0.531,0,2,0,0.595,468,879,0.532423208191126,20,3021,356,598,288,734,1022,125,65,115,217,277,1292,16.8010849909584,12.3336347197107,1.42585895117541,11406,6716,68,9,11474,6725,9065,5123,37178,1106,0,15.7560975609756,12.4634146341463,1.52439024390244,0.532423208191126,0,0.531214528944381,0.678774120317821,36.8414634146342,0.588812905488339,0.132352941176471,0.586107721805822,0.790047062924874,33.6148282097649,0,1,1,0,0,0,0,1,,3,0
Dwight Howard,2006,2006-07,ORL,1610612753,FALSE,2,2730,RS,82,82,526,873,0.603,1,2,0.5,0.586,525,871,0.602755453501722,21,3023,390,666,283,725,1008,158,70,156,317,245,1443,16.8010849909584,12.3336347197107,1.42585895117541,11406,6716,68,9,11474,6725,9065,5123,37178,1106,0,17.5975609756098,12.2926829268293,1.92682926829268,0.602755453501722,0.5,0.602520045819015,0.762886597938144,36.8658536585366,0.588812905488339,0.132352941176471,0.586107721805822,0.790047062924874,33.6148282097649,1,0,1,1,1,1,0,1,,6,1
Dwight Howard,2007,2007-08,ORL,1610612753,FALSE,3,2730,RS,82,82,583,974,0.599,0,4,0,0.59,583,970,0.601030927835052,22,3088,529,897,279,882,1161,110,74,176,263,274,1695,16.8010849909584,12.3336347197107,1.42585895117541,11406,6716,68,9,11474,6725,9065,5123,37178,1106,0,20.6707317073171,14.1585365853659,1.34146341463415,0.601030927835052,0,0.598562628336756,0.92094455852156,37.6585365853659,0.588812905488339,0.132352941176471,0.586107721805822,0.790047062924874,33.6148282097649,1,1,0,1,0,1,1,1,,6,1
Dwight Howard,2008,2008-09,ORL,1610612753,FALSE,4,2730,RS,79,79,560,979,0.572,0,2,0,0.594,560,977,0.573183213920164,23,2821,504,849,336,757,1093,112,77,231,240,270,1624,16.8010849909584,12.3336347197107,1.42585895117541,11406,6716,68,9,11474,6725,9065,5123,37178,1106,1,20.5569620253165,13.8354430379747,1.41772151898734,0.573183213920164,0,0.572012257405516,0.867211440245148,35.7088607594937,0.588812905488339,0.132352941176471,0.586107721805822,0.790047062924874,33.6148282097649,1,1,0,0,0,0,1,1,2008,4,0
Dwight Howard,2009,2009-10,ORL,1610612753,FALSE,5,2730,RS,82,82,510,834,0.612,0,7,0,0.592,510,827,0.616686819830713,24,2843,483,816,284,798,1082,144,75,228,274,287,1503,16.8010849909584,12.3336347197107,1.42585895117541,11406,6716,68,9,11474,6725,9065,5123,37178,1106,0,18.3292682926829,13.1951219512195,1.75609756097561,0.616686819830713,0,0.611510791366906,0.97841726618705,34.6707317073171,0.588812905488339,0.132352941176471,0.586107721805822,0.790047062924874,33.6148282097649,1,1,1,1,0,1,1,1,,7,1
Dwight Howard,2010,2010-11,ORL,1610612753,FALSE,6,2730,RS,78,78,619,1044,0.593,0,7,0,0.596,619,1037,0.596914175506268,25,2935,546,916,309,789,1098,107,107,186,279,258,1784,16.8010849909584,12.3336347197107,1.42585895117541,11406,6716,68,9,11474,6725,9065,5123,37178,1106,0,22.8717948717949,14.0769230769231,1.37179487179487,0.596914175506268,0,0.592911877394636,0.877394636015326,37.6282051282051,0.588812905488339,0.132352941176471,0.586107721805822,0.790047062924874,33.6148282097649,1,1,0,1,0,1,1,1,,6,1
Dwight Howard,2011,2011-12,ORL,1610612753,FALSE,7,2730,RS,54,54,416,726,0.573,0,7,0,0.491,416,719,0.578581363004173,26,2070,281,572,200,585,785,104,81,116,175,159,1113,16.8010849909584,12.3336347197107,1.42585895117541,11406,6716,68,9,11474,6725,9065,5123,37178,1106,0,20.6111111111111,14.537037037037,1.92592592592593,0.578581363004173,0,0.573002754820937,0.787878787878788,38.3333333333333,0.588812905488339,0.132352941176471,0.586107721805822,0.790047062924874,33.6148282097649,1,1,1,0,0,0,0,1,,4,0
