namePlayer,stat,career,season,better_after_olympics,olympic_teams
Kyle Lowry,2p,0.470545717383448,0.517777777777778,1,2016
Kyle Lowry,3p,0.366145154280748,0.412393162393162,1,2016
Kyle Lowry,asts,6.19273127753304,6.95,1,2016
Kyle Lowry,fg,0.423145224940805,0.464052287581699,1,2016
Kyle Lowry,ftr,0.380228887134965,0.39760348583878,1,2016
Kyle Lowry,mpg,31.5881057268722,37.4,1,2016
Kyle Lowry,pts,14.7367841409692,22.4,1,2016
Kyle Lowry,rbs,4.30066079295154,4.76666666666667,1,2016
Kyrie Irving,2p,0.499380996595481,0.504596527068437,1,2016
Kyrie Irving,3p,0.389895470383275,0.401360544217687,1,2016
Kyrie Irving,asts,5.70643939393939,5.80555555555556,1,2016
Kyrie Irving,fg,0.465709387055294,0.472535211267606,1,2016
Kyrie Irving,ftr,0.248178311187313,0.230985915492958,0,2016
Kyrie Irving,mpg,33.7632575757576,35.0694444444444,1,2016
Kyrie Irving,pts,22.4280303030303,25.2222222222222,1,2016
Kyrie Irving,rbs,3.70265151515152,3.19444444444444,0,2016
Lamar Odom,2p,0.501632998669408,0.502283105022831,1,2004
Lamar Odom,3p,0.312323612417686,0.307692307692308,0,2004
Lamar Odom,asts,3.69823100936524,3.71875,1,2004
Lamar Odom,fg,0.462907726354277,0.472868217054264,1,2004
Lamar Odom,ftr,0.346290772635428,0.385012919896641,1,2004
Lamar Odom,mpg,33.4349635796046,36.25,1,2004
Lamar Odom,pts,13.2996878251821,15.234375,1,2004
Lamar Odom,rbs,8.38605619146722,10.203125,1,2004
LeBron James,2p,0.548921797869577,0.541430499325236,0,"2004, 2008, 2012"
LeBron James,3p,0.343871325568497,0.362579281183932,1,"2004, 2008, 2012"
LeBron James,asts,7.39109697933227,7.23628691983122,0,"2004, 2008, 2012"
LeBron James,fg,0.503934452827128,0.50505267684369,1,"2004, 2008, 2012"
LeBron James,ftr,0.407398393769774,0.415609546334122,1,"2004, 2008, 2012"
LeBron James,mpg,38.4165341812401,39.3206751054852,1,"2004, 2008, 2012"
LeBron James,pts,27.0961844197138,27.4894514767933,1,"2004, 2008, 2012"
LeBron James,rbs,7.43481717011129,7.64135021097046,1,"2004, 2008, 2012"
Michael Redd,2p,0.475202885482417,0.502808988764045,1,2008
Michael Redd,3p,0.379861868411487,0.366492146596859,0,2008
Michael Redd,asts,2.12718600953895,2.66666666666667,1,2008
Michael Redd,fg,0.447315257841574,0.455210237659964,1,2008
Michael Redd,ftr,0.318766613503456,0.294332723948812,0,2008
Michael Redd,mpg,31.9618441971383,36.4545454545455,1,2008
Michael Redd,pts,19.033386327504,21.1818181818182,1,2008
Michael Redd,rbs,3.83306836248013,3.24242424242424,0,2008
Paul George,2p,0.469942586963864,0.501173708920188,1,2016
Paul George,3p,0.379728419010669,0.393145161290323,1,2016
Paul George,asts,3.34674922600619,3.34666666666667,0,2016
Paul George,fg,0.432908620346407,0.461424332344214,1,2016
Paul George,ftr,0.305793350587298,0.277448071216617,0,2016
Paul George,mpg,33.5077399380805,35.8533333333333,1,2016
Paul George,pts,19.9117647058824,23.6666666666667,1,2016
Paul George,rbs,6.39628482972136,6.56,1,2016
Richard Jefferson,2p,0.492979719188768,0.437894736842105,0,2004
Richard Jefferson,3p,0.376309136872517,0.337078651685393,0,2004
Richard Jefferson,asts,2.04233700254022,4.03030303030303,1,2004
Richard Jefferson,fg,0.463880381913169,0.421985815602837,0,2004
Richard Jefferson,ftr,0.417852639164115,0.476950354609929,1,2004
Richard Jefferson,mpg,29.0381033022862,41.0909090909091,1,2004
Richard Jefferson,pts,12.6198137171888,22.2121212121212,1,2004
Richard Jefferson,rbs,3.99661303979678,7.27272727272727,1,2004
Russell Westbrook,2p,0.469296922148461,0.466396761133603,0,2012
Russell Westbrook,3p,0.304443053817272,0.323333333333333,1,2012
Russell Westbrook,asts,8.31464530892449,7.40243902439024,0,2012
Russell Westbrook,fg,0.437272064186725,0.438436482084691,1,2012
Russell Westbrook,ftr,0.37636761487965,0.374592833876222,0,2012
Russell Westbrook,mpg,34.5926773455378,34.890243902439,1,2012
Russell Westbrook,pts,23.2437070938215,23.2073170731707,0,2012
Russell Westbrook,rbs,7.07780320366133,5.21951219512195,0,2012
Shawn Marion,2p,0.513027001421127,0.526371308016878,1,2004
Shawn Marion,3p,0.330962343096234,0.334310850439883,1,2004
Shawn Marion,asts,1.88993981083405,1.90123456790123,1,2004
Shawn Marion,fg,0.484125929861849,0.475562451512801,0,2004
Shawn Marion,ftr,0.191086609989373,0.213343677269201,1,2004
Shawn Marion,mpg,34.481513327601,38.8518518518519,1,2004
Shawn Marion,pts,15.219260533104,19.3703703703704,1,2004
Shawn Marion,rbs,8.68529664660361,11.2962962962963,1,2004
Stephon Marbury,2p,0.464966913195796,0.497456765005086,1,2004
Stephon Marbury,3p,0.325131233595801,0.353846153846154,1,2004
Stephon Marbury,asts,7.64893617021277,8.14634146341463,1,2004
Stephon Marbury,fg,0.432978084659261,0.46177370030581,1,2004
Stephon Marbury,ftr,0.360552386670669,0.419724770642202,1,2004
Stephon Marbury,mpg,37.693853427896,40.0121951219512,1,2004
Stephon Marbury,pts,19.2635933806147,21.719512195122,1,2004
Stephon Marbury,rbs,2.97399527186761,3.02439024390244,1,2004
Tayshaun Prince,2p,0.470464135021097,0.458475540386803,0,2008
Tayshaun Prince,3p,0.367096774193548,0.397163120567376,1,2008
Tayshaun Prince,asts,2.36676499508358,3.08536585365854,1,2008
Tayshaun Prince,fg,0.454572505455267,0.45,0,2008
Tayshaun Prince,ftr,0.201646498710573,0.238235294117647,1,2008
Tayshaun Prince,mpg,31.0491642084562,37.2804878048781,1,2008
Tayshaun Prince,pts,11.0835791543756,14.1829268292683,1,2008
Tayshaun Prince,rbs,4.25958702064897,5.80487804878049,1,2008
Tim Duncan,2p,0.50852920757711,0.49757986447241,0,2004
Tim Duncan,3p,0.178571428571429,0.333333333333333,1,2004
Tim Duncan,asts,3.03520114942529,2.71212121212121,0,2004
Tim Duncan,fg,0.50580308842333,0.49616122840691,0,2004
Tim Duncan,ftr,0.416445362447133,0.436660268714012,1,2004
Tim Duncan,mpg,34.0280172413793,33.3787878787879,0,2004
Tim Duncan,pts,19.0344827586207,20.3333333333333,1,2004
Tim Duncan,rbs,10.8412356321839,11.0909090909091,1,2004
Tyson Chandler,2p,0.597681841088527,0.6375,1,2012
Tyson Chandler,3p,0,,,2012
Tyson Chandler,asts,0.833620689655172,0.939393939393939,1,2012
Tyson Chandler,fg,0.596579476861167,0.6375,1,2012
Tyson Chandler,ftr,0.622736418511066,0.645,1,2012
Tyson Chandler,mpg,27.2586206896552,32.7878787878788,1,2012
Tyson Chandler,pts,8.19741379310345,10.4393939393939,1,2012
Tyson Chandler,rbs,9.02327586206897,10.6515151515152,1,2012
